"call_Id","date","employee_Id","length_mins","product","outcome","survey_rating","first_Name","last_Name","employee_Id","office_City","office_State","region","team","supervisor"
"C007884",2022-04-17 20:00:00,"E00021",14,"Nokia 680","Return and Refund",3,"Igor","Clements","E00021","Chadron","Nebraska","North",4,"Channing Tatum"
"C007885",2022-04-18 20:00:00,"E00015",8,"Google 790","Denied Claim",3,"Huzaifa","Benitez","E00015","Chadron","Nebraska","North",3,"Sandra Bullock"
"C007886",2022-04-19 20:00:00,"E00037",18,"Google 790","Return and Refund",5,"Zubair","Mccullough","E00037","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C007887",2022-04-20 20:00:00,"E00035",4,"Google 790","Return and Refund",5,"Marianna","Thorpe","E00035","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C007888",2022-04-21 20:00:00,"E00038",22,"Nokia 680","Issue Resolved",5,"Bonita","Erickson","E00038","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C007889",2022-04-24 20:00:00,"E00050",6,"Apple 120","Issue Resolved",5,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C007890",2022-04-25 20:00:00,"E00025",23,"Nokia 680","Return and Refund",3,"Baran","Petersen","E00025","Chadron","Nebraska","North",4,"Channing Tatum"
"C007891",2022-04-26 20:00:00,"E00050",27,"Apple 120","Return and Refund",5,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C007892",2022-04-27 20:00:00,"E00028",18,"Nokia 680","Denied Claim",2,"Cyrus","Vaughan","E00028","Chadron","Nebraska","North",4,"Channing Tatum"
"C007893",2022-04-28 20:00:00,"E00015",6,"Google 790","Return and Refund",3,"Huzaifa","Benitez","E00015","Chadron","Nebraska","North",3,"Sandra Bullock"
"C007894",2022-03-24 20:00:00,"E00050",5,"Nokia 680","Issue Resolved",3,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C007895",2022-03-27 20:00:00,"E00003",7,"Nokia 680","Return and Refund",4,"Abraham","Whitley","E00003","Omaha","Nebraska","East",1,"Tom Cruise"
"C007896",2022-03-28 20:00:00,"E00019",9,"Nokia 680","Return and Refund",3,"Dawud","Daniel","E00019","Chadron","Nebraska","North",3,"Sandra Bullock"
"C007897",2022-03-29 20:00:00,"E00027",26,"Nokia 680","Return and Refund",5,"Brayden","Franklin","E00027","Chadron","Nebraska","North",4,"Channing Tatum"
"C007898",2022-03-30 20:00:00,"E00029",21,"Apple 120","Denied Claim",2,"Tulisa","Haworth","E00029","Chadron","Nebraska","North",4,"Channing Tatum"
"C007899",2022-03-31 20:00:00,"E00050",8,"Google 790","Return and Refund",5,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C007900",2022-04-03 20:00:00,"E00005",2,"Apple 120","Return and Refund",2,"Marion","Rosas","E00005","Omaha","Nebraska","East",1,"Tom Cruise"
"C007901",2022-04-04 20:00:00,"E00015",9,"Nokia 680","Denied Claim",3,"Huzaifa","Benitez","E00015","Chadron","Nebraska","North",3,"Sandra Bullock"
"C007902",2022-04-05 20:00:00,"E00009",14,"Apple 120","Return and Refund",5,"Reanna","Arellano","E00009","Omaha","Nebraska","East",2,"Tom Hanks"
"C007903",2022-04-07 20:00:00,"E00008",16,"Google 790","Issue Resolved",5,"Rufus","Boyer","E00008","Omaha","Nebraska","East",2,"Tom Hanks"
"C007904",2022-04-10 20:00:00,"E00013",14,"Apple 120","Denied Claim",1,"Sanna","Macfarlane","E00013","Omaha","Nebraska","East",2,"Tom Hanks"
"C007905",2022-04-11 20:00:00,"E00018",4,"Apple 120","Issue Resolved",5,"Maci","Kinney","E00018","Chadron","Nebraska","North",3,"Sandra Bullock"
"C007906",2022-04-12 20:00:00,"E00026",10,"Google 790","Return and Refund",3,"Rachael","Legge","E00026","Chadron","Nebraska","North",4,"Channing Tatum"
"C007907",2022-04-13 20:00:00,"E00017",17,"Nokia 680","Return and Refund",3,"Lewie","Garcia","E00017","Chadron","Nebraska","North",3,"Sandra Bullock"
"C007908",2022-04-14 20:00:00,"E00006",15,"Nokia 680","Denied Claim",2,"Juan","Schwartz","E00006","Omaha","Nebraska","East",1,"Tom Cruise"
"C007909",2022-04-17 20:00:00,"E00028",3,"Google 790","Return and Refund",2,"Cyrus","Vaughan","E00028","Chadron","Nebraska","North",4,"Channing Tatum"
"C007910",2022-04-18 20:00:00,"E00025",19,"Google 790","Denied Claim",2,"Baran","Petersen","E00025","Chadron","Nebraska","North",4,"Channing Tatum"
"C007911",2022-04-19 20:00:00,"E00025",27,"Nokia 680","Return and Refund",4,"Baran","Petersen","E00025","Chadron","Nebraska","North",4,"Channing Tatum"
"C007912",2022-04-20 20:00:00,"E00023",18,"Apple 120","Issue Resolved",5,"Harleigh","Murphy","E00023","Chadron","Nebraska","North",4,"Channing Tatum"
"C007913",2022-04-21 20:00:00,"E00004",10,"Apple 120","Return and Refund",2,"Sherri","Murillo","E00004","Omaha","Nebraska","East",1,"Tom Cruise"
"C007914",2022-04-24 20:00:00,"E00023",24,"Nokia 680","Issue Resolved",4,"Harleigh","Murphy","E00023","Chadron","Nebraska","North",4,"Channing Tatum"
"C007915",2022-04-25 20:00:00,"E00001",7,"Nokia 680","Return and Refund",4,"Finlay","Klein","E00001","Omaha","Nebraska","East",1,"Tom Cruise"
"C007916",2022-04-26 20:00:00,"E00039",22,"Apple 120","Issue Resolved",5,"April","Gill","E00039","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C007917",2022-04-27 20:00:00,"E00033",13,"Nokia 680","Issue Resolved",4,"Diesel","Leon","E00033","Holdrege","Nebraska","South",5,"Amanda Bynes"
"C007918",2022-01-05 19:00:00,"E00002",5,"Apple 120","Return and Refund",3,"Dahlia","Grey","E00002","Omaha","Nebraska","East",1,"Tom Cruise"
"C007919",2022-01-04 19:00:00,"E00020",21,"Google 790","Issue Resolved",4,"Giovanni","Porter","E00020","Chadron","Nebraska","North",3,"Sandra Bullock"
"C007920",2022-01-05 19:00:00,"E00027",29,"Apple 120","Return and Refund",3,"Brayden","Franklin","E00027","Chadron","Nebraska","North",4,"Channing Tatum"
"C007921",2022-01-06 19:00:00,"E00001",9,"Google 790","Denied Claim",1,"Finlay","Klein","E00001","Omaha","Nebraska","East",1,"Tom Cruise"
"C007922",2022-01-09 19:00:00,"E00050",25,"Google 790","Issue Resolved",1,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C007923",2022-01-11 19:00:00,"E00032",22,"Nokia 680","Issue Resolved",5,"Owais","Workman","E00032","Holdrege","Nebraska","South",5,"Amanda Bynes"
"C007924",2022-01-13 19:00:00,"E00050",6,"Google 790","Return and Refund",1,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C007925",2022-01-16 19:00:00,"E00033",7,"Nokia 680","Issue Resolved",4,"Diesel","Leon","E00033","Holdrege","Nebraska","South",5,"Amanda Bynes"
"C007926",2022-01-17 19:00:00,"E00011",6,"Nokia 680","Denied Claim",1,"Nora","Snider","E00011","Omaha","Nebraska","East",2,"Tom Hanks"
"C007927",2022-01-20 19:00:00,"E00050",6,"Google 790","Issue Resolved",1,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C007928",2022-01-23 19:00:00,"E00004",11,"Apple 120","Denied Claim",2,"Sherri","Murillo","E00004","Omaha","Nebraska","East",1,"Tom Cruise"
"C007929",2022-01-24 19:00:00,"E00050",15,"Nokia 680","Return and Refund",1,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C007930",2022-01-30 19:00:00,"E00038",22,"Apple 120","Return and Refund",1,"Bonita","Erickson","E00038","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C007931",2022-01-31 19:00:00,"E00050",8,"Google 790","Denied Claim",3,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C007932",2022-02-02 19:00:00,"E00050",22,"Apple 120","Return and Refund",3,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C007933",2022-02-03 19:00:00,"E00015",3,"Apple 120","Denied Claim",3,"Huzaifa","Benitez","E00015","Chadron","Nebraska","North",3,"Sandra Bullock"
"C007934",2022-02-08 19:00:00,"E00015",9,"Apple 120","Denied Claim",3,"Huzaifa","Benitez","E00015","Chadron","Nebraska","North",3,"Sandra Bullock"
"C007935",2022-02-09 19:00:00,"E00017",17,"Google 790","Issue Resolved",5,"Lewie","Garcia","E00017","Chadron","Nebraska","North",3,"Sandra Bullock"
"C007936",2022-02-10 19:00:00,"E00024",8,"Apple 120","Denied Claim",2,"Ramone","Whitehouse","E00024","Chadron","Nebraska","North",4,"Channing Tatum"
"C007937",2022-02-14 19:00:00,"E00004",8,"Apple 120","Return and Refund",2,"Sherri","Murillo","E00004","Omaha","Nebraska","East",1,"Tom Cruise"
"C007938",2022-02-16 19:00:00,"E00023",10,"Google 790","Issue Resolved",5,"Harleigh","Murphy","E00023","Chadron","Nebraska","North",4,"Channing Tatum"
"C007939",2022-02-17 19:00:00,"E00033",26,"Nokia 680","Return and Refund",4,"Diesel","Leon","E00033","Holdrege","Nebraska","South",5,"Amanda Bynes"
"C007940",2022-02-20 19:00:00,"E00050",13,"Apple 120","Return and Refund",3,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C007941",2022-02-21 19:00:00,"E00018",4,"Nokia 680","Issue Resolved",5,"Maci","Kinney","E00018","Chadron","Nebraska","North",3,"Sandra Bullock"
"C007942",2022-02-23 19:00:00,"E00021",19,"Google 790","Denied Claim",1,"Igor","Clements","E00021","Chadron","Nebraska","North",4,"Channing Tatum"
"C007943",2022-01-05 19:00:00,"E00023",11,"Nokia 680","Return and Refund",4,"Harleigh","Murphy","E00023","Chadron","Nebraska","North",4,"Channing Tatum"
"C007944",2022-01-04 19:00:00,"E00001",3,"Nokia 680","Denied Claim",1,"Finlay","Klein","E00001","Omaha","Nebraska","East",1,"Tom Cruise"
"C007945",2022-01-05 19:00:00,"E00008",4,"Nokia 680","Issue Resolved",4,"Rufus","Boyer","E00008","Omaha","Nebraska","East",2,"Tom Hanks"
"C007946",2022-01-06 19:00:00,"E00003",29,"Apple 120","Issue Resolved",5,"Abraham","Whitley","E00003","Omaha","Nebraska","East",1,"Tom Cruise"
"C007947",2022-01-09 19:00:00,"E00017",25,"Apple 120","Issue Resolved",5,"Lewie","Garcia","E00017","Chadron","Nebraska","North",3,"Sandra Bullock"
"C007948",2022-01-11 19:00:00,"E00012",3,"Apple 120","Issue Resolved",5,"Isma","Velez","E00012","Omaha","Nebraska","East",2,"Tom Hanks"
"C007949",2022-01-13 19:00:00,"E00001",6,"Nokia 680","Denied Claim",2,"Finlay","Klein","E00001","Omaha","Nebraska","East",1,"Tom Cruise"
"C007950",2022-01-16 19:00:00,"E00028",9,"Google 790","Denied Claim",2,"Cyrus","Vaughan","E00028","Chadron","Nebraska","North",4,"Channing Tatum"
"C007951",2022-01-17 19:00:00,"E00009",29,"Nokia 680","Denied Claim",2,"Reanna","Arellano","E00009","Omaha","Nebraska","East",2,"Tom Hanks"
"C007952",2022-01-20 19:00:00,"E00050",30,"Nokia 680","Denied Claim",1,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C007953",2022-01-23 19:00:00,"E00050",16,"Apple 120","Issue Resolved",1,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C007954",2022-01-24 19:00:00,"E00006",22,"Google 790","Return and Refund",2,"Juan","Schwartz","E00006","Omaha","Nebraska","East",1,"Tom Cruise"
"C007955",2022-01-30 19:00:00,"E00027",26,"Nokia 680","Issue Resolved",5,"Brayden","Franklin","E00027","Chadron","Nebraska","North",4,"Channing Tatum"
"C007956",2022-01-31 19:00:00,"E00020",6,"Apple 120","Issue Resolved",5,"Giovanni","Porter","E00020","Chadron","Nebraska","North",3,"Sandra Bullock"
"C007957",2022-02-02 19:00:00,"E00012",27,"Apple 120","Return and Refund",5,"Isma","Velez","E00012","Omaha","Nebraska","East",2,"Tom Hanks"
"C007958",2022-02-03 19:00:00,"E00050",8,"Google 790","Issue Resolved",3,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C007959",2022-02-08 19:00:00,"E00050",7,"Google 790","Return and Refund",3,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C007960",2022-02-09 19:00:00,"E00029",8,"Google 790","Denied Claim",1,"Tulisa","Haworth","E00029","Chadron","Nebraska","North",4,"Channing Tatum"
"C007961",2022-02-10 19:00:00,"E00050",13,"Google 790","Return and Refund",3,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C007962",2022-02-14 19:00:00,"E00032",3,"Google 790","Issue Resolved",4,"Owais","Workman","E00032","Holdrege","Nebraska","South",5,"Amanda Bynes"
"C007963",2022-02-16 19:00:00,"E00028",11,"Apple 120","Return and Refund",2,"Cyrus","Vaughan","E00028","Chadron","Nebraska","North",4,"Channing Tatum"
"C007964",2022-02-17 19:00:00,"E00009",18,"Nokia 680","Return and Refund",4,"Reanna","Arellano","E00009","Omaha","Nebraska","East",2,"Tom Hanks"
"C007965",2022-02-20 19:00:00,"E00018",24,"Google 790","Issue Resolved",4,"Maci","Kinney","E00018","Chadron","Nebraska","North",3,"Sandra Bullock"
"C007966",2022-02-21 19:00:00,"E00009",23,"Google 790","Issue Resolved",5,"Reanna","Arellano","E00009","Omaha","Nebraska","East",2,"Tom Hanks"
"C007967",2022-02-23 19:00:00,"E00050",6,"Google 790","Issue Resolved",3,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C007968",2022-01-05 19:00:00,"E00029",9,"Google 790","Denied Claim",1,"Tulisa","Haworth","E00029","Chadron","Nebraska","North",4,"Channing Tatum"
"C007969",2022-01-04 19:00:00,"E00019",22,"Apple 120","Return and Refund",5,"Dawud","Daniel","E00019","Chadron","Nebraska","North",3,"Sandra Bullock"
"C007970",2022-01-05 19:00:00,"E00007",12,"Nokia 680","Denied Claim",2,"Sana","Moran","E00007","Omaha","Nebraska","East",1,"Tom Cruise"
"C007971",2022-01-06 19:00:00,"E00027",7,"Apple 120","Return and Refund",3,"Brayden","Franklin","E00027","Chadron","Nebraska","North",4,"Channing Tatum"
"C007972",2022-01-09 19:00:00,"E00050",10,"Apple 120","Issue Resolved",1,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C007973",2022-01-11 19:00:00,"E00034",13,"Google 790","Denied Claim",2,"Sarah","Devlin","E00034","Holdrege","Nebraska","South",5,"Amanda Bynes"
"C007974",2022-01-13 19:00:00,"E00050",26,"Nokia 680","Return and Refund",1,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C007975",2022-01-16 19:00:00,"E00039",16,"Nokia 680","Return and Refund",1,"April","Gill","E00039","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C007976",2022-01-17 19:00:00,"E00050",28,"Apple 120","Issue Resolved",1,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C007977",2022-01-20 19:00:00,"E00050",4,"Google 790","Issue Resolved",1,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C007978",2022-01-23 19:00:00,"E00004",11,"Nokia 680","Denied Claim",2,"Sherri","Murillo","E00004","Omaha","Nebraska","East",1,"Tom Cruise"
"C007979",2022-01-24 19:00:00,"E00013",24,"Nokia 680","Denied Claim",2,"Sanna","Macfarlane","E00013","Omaha","Nebraska","East",2,"Tom Hanks"
"C007980",2022-01-30 19:00:00,"E00025",9,"Apple 120","Denied Claim",1,"Baran","Petersen","E00025","Chadron","Nebraska","North",4,"Channing Tatum"
"C007981",2022-01-31 19:00:00,"E00005",5,"Apple 120","Issue Resolved",2,"Marion","Rosas","E00005","Omaha","Nebraska","East",1,"Tom Cruise"
"C007982",2022-02-02 19:00:00,"E00032",8,"Nokia 680","Denied Claim",1,"Owais","Workman","E00032","Holdrege","Nebraska","South",5,"Amanda Bynes"
"C007983",2022-02-03 19:00:00,"E00001",12,"Apple 120","Return and Refund",3,"Finlay","Klein","E00001","Omaha","Nebraska","East",1,"Tom Cruise"
"C007984",2022-02-08 19:00:00,"E00006",13,"Nokia 680","Return and Refund",2,"Juan","Schwartz","E00006","Omaha","Nebraska","East",1,"Tom Cruise"
"C007985",2022-02-09 19:00:00,"E00038",3,"Nokia 680","Denied Claim",3,"Bonita","Erickson","E00038","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C007986",2022-02-10 19:00:00,"E00050",8,"Apple 120","Issue Resolved",3,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C007987",2022-02-14 19:00:00,"E00036",4,"Nokia 680","Denied Claim",3,"Raya","Hooper","E00036","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C007988",2022-02-16 19:00:00,"E00013",17,"Nokia 680","Issue Resolved",5,"Sanna","Macfarlane","E00013","Omaha","Nebraska","East",2,"Tom Hanks"
"C007989",2022-02-17 19:00:00,"E00012",16,"Nokia 680","Return and Refund",4,"Isma","Velez","E00012","Omaha","Nebraska","East",2,"Tom Hanks"
"C007990",2022-02-20 19:00:00,"E00008",9,"Nokia 680","Issue Resolved",4,"Rufus","Boyer","E00008","Omaha","Nebraska","East",2,"Tom Hanks"
"C007991",2022-02-21 19:00:00,"E00029",29,"Apple 120","Denied Claim",1,"Tulisa","Haworth","E00029","Chadron","Nebraska","North",4,"Channing Tatum"
"C007992",2022-02-23 19:00:00,"E00026",28,"Google 790","Issue Resolved",5,"Rachael","Legge","E00026","Chadron","Nebraska","North",4,"Channing Tatum"
"C007993",2022-01-05 19:00:00,"E00050",29,"Nokia 680","Denied Claim",1,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C007994",2022-01-04 19:00:00,"E00012",12,"Nokia 680","Return and Refund",4,"Isma","Velez","E00012","Omaha","Nebraska","East",2,"Tom Hanks"
"C007995",2022-01-05 19:00:00,"E00001",11,"Nokia 680","Return and Refund",3,"Finlay","Klein","E00001","Omaha","Nebraska","East",1,"Tom Cruise"
"C007996",2022-01-06 19:00:00,"E00021",29,"Apple 120","Issue Resolved",5,"Igor","Clements","E00021","Chadron","Nebraska","North",4,"Channing Tatum"
"C007997",2022-01-09 19:00:00,"E00017",29,"Nokia 680","Return and Refund",4,"Lewie","Garcia","E00017","Chadron","Nebraska","North",3,"Sandra Bullock"
"C007998",2022-01-11 19:00:00,"E00005",1,"Nokia 680","Issue Resolved",2,"Marion","Rosas","E00005","Omaha","Nebraska","East",1,"Tom Cruise"
"C007999",2022-01-13 19:00:00,"E00015",8,"Google 790","Denied Claim",3,"Huzaifa","Benitez","E00015","Chadron","Nebraska","North",3,"Sandra Bullock"
"C008000",2022-01-16 19:00:00,"E00050",13,"Google 790","Issue Resolved",1,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C008001",2022-01-17 19:00:00,"E00018",19,"Nokia 680","Return and Refund",3,"Maci","Kinney","E00018","Chadron","Nebraska","North",3,"Sandra Bullock"
"C008002",2022-01-20 19:00:00,"E00031",26,"Apple 120","Issue Resolved",5,"Fatema","Dowling","E00031","Holdrege","Nebraska","South",5,"Amanda Bynes"
"C008003",2022-01-23 19:00:00,"E00006",10,"Nokia 680","Issue Resolved",2,"Juan","Schwartz","E00006","Omaha","Nebraska","East",1,"Tom Cruise"
"C008004",2022-01-24 19:00:00,"E00026",22,"Nokia 680","Denied Claim",1,"Rachael","Legge","E00026","Chadron","Nebraska","North",4,"Channing Tatum"
"C008005",2022-01-30 19:00:00,"E00032",17,"Google 790","Return and Refund",4,"Owais","Workman","E00032","Holdrege","Nebraska","South",5,"Amanda Bynes"
"C008006",2022-01-31 19:00:00,"E00030",15,"Nokia 680","Return and Refund",4,"Louisa","Brock","E00030","Holdrege","Nebraska","South",5,"Amanda Bynes"
"C008007",2022-02-02 19:00:00,"E00013",17,"Google 790","Denied Claim",2,"Sanna","Macfarlane","E00013","Omaha","Nebraska","East",2,"Tom Hanks"
"C008008",2022-02-03 19:00:00,"E00028",20,"Apple 120","Denied Claim",2,"Cyrus","Vaughan","E00028","Chadron","Nebraska","North",4,"Channing Tatum"
"C008009",2022-02-08 19:00:00,"E00008",15,"Nokia 680","Denied Claim",2,"Rufus","Boyer","E00008","Omaha","Nebraska","East",2,"Tom Hanks"
"C008010",2022-02-09 19:00:00,"E00026",12,"Nokia 680","Return and Refund",4,"Rachael","Legge","E00026","Chadron","Nebraska","North",4,"Channing Tatum"
"C008011",2022-02-10 19:00:00,"E00010",3,"Apple 120","Return and Refund",4,"Lacey-Mai","Bonner","E00010","Omaha","Nebraska","East",2,"Tom Hanks"
"C008012",2022-02-14 19:00:00,"E00018",24,"Nokia 680","Denied Claim",2,"Maci","Kinney","E00018","Chadron","Nebraska","North",3,"Sandra Bullock"
"C008013",2022-02-16 19:00:00,"E00023",6,"Google 790","Denied Claim",2,"Harleigh","Murphy","E00023","Chadron","Nebraska","North",4,"Channing Tatum"
"C008014",2022-02-17 19:00:00,"E00029",4,"Nokia 680","Denied Claim",2,"Tulisa","Haworth","E00029","Chadron","Nebraska","North",4,"Channing Tatum"
"C008015",2022-02-20 19:00:00,"E00028",16,"Google 790","Denied Claim",2,"Cyrus","Vaughan","E00028","Chadron","Nebraska","North",4,"Channing Tatum"
"C008016",2022-02-21 19:00:00,"E00023",27,"Apple 120","Denied Claim",1,"Harleigh","Murphy","E00023","Chadron","Nebraska","North",4,"Channing Tatum"
"C008017",2022-02-23 19:00:00,"E00020",7,"Nokia 680","Denied Claim",2,"Giovanni","Porter","E00020","Chadron","Nebraska","North",3,"Sandra Bullock"
"C008018",2022-01-05 19:00:00,"E00015",1,"Google 790","Denied Claim",3,"Huzaifa","Benitez","E00015","Chadron","Nebraska","North",3,"Sandra Bullock"
"C008019",2022-01-04 19:00:00,"E00050",9,"Apple 120","Issue Resolved",1,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C008020",2022-01-05 19:00:00,"E00033",3,"Nokia 680","Return and Refund",3,"Diesel","Leon","E00033","Holdrege","Nebraska","South",5,"Amanda Bynes"
"C008021",2022-01-06 19:00:00,"E00050",29,"Google 790","Denied Claim",1,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C008022",2022-01-09 19:00:00,"E00050",9,"Google 790","Return and Refund",1,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C008023",2022-01-11 19:00:00,"E00035",25,"Apple 120","Denied Claim",1,"Marianna","Thorpe","E00035","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C008024",2022-01-13 19:00:00,"E00015",11,"Google 790","Issue Resolved",3,"Huzaifa","Benitez","E00015","Chadron","Nebraska","North",3,"Sandra Bullock"
"C008025",2022-01-16 19:00:00,"E00037",8,"Nokia 680","Denied Claim",1,"Zubair","Mccullough","E00037","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C008026",2022-01-17 19:00:00,"E00050",15,"Google 790","Return and Refund",1,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C008027",2022-01-20 19:00:00,"E00032",9,"Nokia 680","Issue Resolved",4,"Owais","Workman","E00032","Holdrege","Nebraska","South",5,"Amanda Bynes"
"C008028",2022-01-23 19:00:00,"E00036",22,"Google 790","Denied Claim",1,"Raya","Hooper","E00036","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C008029",2022-01-24 19:00:00,"E00003",15,"Apple 120","Denied Claim",2,"Abraham","Whitley","E00003","Omaha","Nebraska","East",1,"Tom Cruise"
"C008030",2022-01-30 19:00:00,"E00050",22,"Google 790","Denied Claim",1,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C008031",2022-01-31 19:00:00,"E00022",12,"Google 790","Return and Refund",5,"Donnie","Watts","E00022","Chadron","Nebraska","North",4,"Channing Tatum"
"C008032",2022-02-02 19:00:00,"E00023",14,"Google 790","Denied Claim",1,"Harleigh","Murphy","E00023","Chadron","Nebraska","North",4,"Channing Tatum"
"C008033",2022-02-03 19:00:00,"E00050",26,"Google 790","Denied Claim",3,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C008034",2022-02-08 19:00:00,"E00037",29,"Apple 120","Denied Claim",3,"Zubair","Mccullough","E00037","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C008035",2022-02-09 19:00:00,"E00019",27,"Google 790","Denied Claim",2,"Dawud","Daniel","E00019","Chadron","Nebraska","North",3,"Sandra Bullock"
"C008036",2022-02-10 19:00:00,"E00018",8,"Nokia 680","Denied Claim",2,"Maci","Kinney","E00018","Chadron","Nebraska","North",3,"Sandra Bullock"
"C008037",2022-02-14 19:00:00,"E00036",13,"Nokia 680","Return and Refund",3,"Raya","Hooper","E00036","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C008038",2022-02-16 19:00:00,"E00020",14,"Nokia 680","Denied Claim",1,"Giovanni","Porter","E00020","Chadron","Nebraska","North",3,"Sandra Bullock"
"C008039",2022-02-17 19:00:00,"E00004",5,"Nokia 680","Denied Claim",2,"Sherri","Murillo","E00004","Omaha","Nebraska","East",1,"Tom Cruise"
"C008040",2022-02-20 19:00:00,"E00020",13,"Google 790","Issue Resolved",4,"Giovanni","Porter","E00020","Chadron","Nebraska","North",3,"Sandra Bullock"
"C008041",2022-02-21 19:00:00,"E00050",18,"Apple 120","Return and Refund",3,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C008042",2022-02-23 19:00:00,"E00050",15,"Nokia 680","Return and Refund",3,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C008043",2022-01-05 19:00:00,"E00009",21,"Google 790","Denied Claim",1,"Reanna","Arellano","E00009","Omaha","Nebraska","East",2,"Tom Hanks"
"C008044",2022-01-04 19:00:00,"E00028",21,"Google 790","Issue Resolved",2,"Cyrus","Vaughan","E00028","Chadron","Nebraska","North",4,"Channing Tatum"
"C008045",2022-01-05 19:00:00,"E00005",9,"Google 790","Return and Refund",2,"Marion","Rosas","E00005","Omaha","Nebraska","East",1,"Tom Cruise"
"C008046",2022-01-06 19:00:00,"E00034",17,"Apple 120","Return and Refund",5,"Sarah","Devlin","E00034","Holdrege","Nebraska","South",5,"Amanda Bynes"
"C008047",2022-01-09 19:00:00,"E00006",30,"Google 790","Return and Refund",2,"Juan","Schwartz","E00006","Omaha","Nebraska","East",1,"Tom Cruise"
"C008048",2022-01-11 19:00:00,"E00016",11,"Nokia 680","Denied Claim",2,"Paolo","Vega","E00016","Chadron","Nebraska","North",3,"Sandra Bullock"
"C008049",2022-01-13 19:00:00,"E00027",25,"Apple 120","Issue Resolved",4,"Brayden","Franklin","E00027","Chadron","Nebraska","North",4,"Channing Tatum"
"C008050",2022-01-16 19:00:00,"E00028",13,"Apple 120","Return and Refund",2,"Cyrus","Vaughan","E00028","Chadron","Nebraska","North",4,"Channing Tatum"
"C008051",2022-01-17 19:00:00,"E00034",8,"Apple 120","Issue Resolved",5,"Sarah","Devlin","E00034","Holdrege","Nebraska","South",5,"Amanda Bynes"
